Course,Topic,Term,Year,Sentence
Unstructured Data Analysis,Text,4,2,"In this sense, the skip-gram architecture can be seen as the complement of CBOW that maintains the topology of the words"
Unstructured Data Analysis,Text,4,2,The skip-gram model is analogous to the one-context architecture of CBOW
Unstructured Data Analysis,Text,4,2,"The skip-gram approach predicts the neighboring words using the current word, i"
Unstructured Data Analysis,Text,4,2,", each cen- tral word is given as the input to a classifier with constant projection layer and predicts the nearby words within a particular range previous to and next to the current word"
Unstructured Data Analysis,Text,4,2,The training purpose is to learn a word vector by forecasting the close by words
Unstructured Data Analysis,Text,4,2,The most important feature of skip-gram models is that it captures multiple semantics for each word
Unstructured Data Analysis,Text,4,2,"Another key advantage of skip-gram models is their association with negative sampling, which outperforms other competitors"
Unstructured Data Analysis,Text,4,2,Some examples are the negative sampling and hierarchical softmax: Negative sampling is a method that maximizes the log probability of the softmax model by only summing over a smaller subset of W words.
Unstructured Data Analysis,Text,4,2,"How exactly does negative sampling in the skip-gram model work? Instead of just using pos- itive samples, we add some negative samples too"
Unstructured Data Analysis,Text,4,2,"Since the ultimate aim of every embedding algorithm is to better predict the context words according to a particular word, each model takes input and output words and its output score forecasts whether these words are neighbors or not in the embedding (vector) space"
Unstructured Data Analysis,Text,4,2,"If the words are neighbors, the target is set to “1,” otherwise, it is given the value “0"
Unstructured Data Analysis,Text,4,2,” A desirable model may generate 100% correctness by assigning all 1s but it will be unable to learn and generalize
Unstructured Data Analysis,Text,4,2,"To overcome this, negative samples must be added to the dataset to obtain 0s (randomly designated words that are not neighbors as the output terms)"
Unstructured Data Analysis,Text,4,2,"Here’s an example to illustrate the idea: If a bag contains 6 red balls, 12 white balls and 2 black balls, then simple sampling has a probability of picking red balls is 6/20=0.3, the black ball is 0.1, and the white ball is 0.6"
Unstructured Data Analysis,Text,4,2,"The main shortcoming here is that high-frequency data will be picked (because of their higher probability), which typically has a smaller value"
Unstructured Data Analysis,Text,4,2,"So we can do adjusted sampling instead, i"
Unstructured Data Analysis,Text,4,2,", reduce the probability by 3/4, which reduces the white ball probability to 0.45 , which, as a result, means that the probabilities of red balls and black balls will be enhanced"
Unstructured Data Analysis,Text,4,2,"The appropriate number of negative samples varies between 5 and 20, although 2 to 5 negative samples are also sufficient"
Unstructured Data Analysis,Text,4,2,Word2Vec
Unstructured Data Analysis,Text,4,2,Word2Vec is a vast simplification of the word embedding process; it is based on the amalgamation of the shallow neural network architectures CBOW and skip-gram models and maps words to their target terms
Unstructured Data Analysis,Text,4,2,"It can also be seen as a successor to the neural probabilistic model, which embeds words by classification"
Unstructured Data Analysis,Text,4,2,"Word2Vec was published in a research paper by Google employees Tomas Mikolov, Kai Chen, Greg Corrado and Jeffrey Dean in September 2013 [7]; in this paper, they used Word2Vec to train on 100 billion words taken from Google News Data with nearly 300 dimensions"
Unstructured Data Analysis,Text,4,2,Word2Vec is largely considered to be the word embedding standard; it produces generalized results in lower dimensions
Unstructured Data Analysis,Text,4,2,It is based on a working principle of using simple two-layer neural networks for the training of rebuilding linguistic backgrounds of the word
Unstructured Data Analysis,Text,4,2,"The input of Word2Vec is usually an enormous text corpus and produces “vector space” of very large dimensions, which amounts to assigning a corresponding vector in the space to each exclusive word"
Unstructured Data Analysis,Text,4,2,"In this assignment, words of a corpus that share mutual context are located; they are adjacent to each other in the vector space and are then called word vectors"
Unstructured Data Analysis,Text,4,2,The metric used here is the cosine similarity or Euclidean distance which describes the likeness between words or documents
Unstructured Data Analysis,Text,4,2,"Cosine similarity can be defined as the value of the cosine of the angle between two nonzero vectors in three-dimensional space: the smaller the cosine angle, closer the documents"
Unstructured Data Analysis,Text,4,2,"Since Word2Vec is based on both CBOW and skip-gram, which are two similar yet opposite architectures and have their respective pros and cons, these show up and in some sense, cancel each other out, in Word2Vec"
Unstructured Data Analysis,Text,4,2,"On the one hand, CBOW is quicker and produces enhanced word presentations for more recurrent terms"
Unstructured Data Analysis,Text,4,2,"On the other hand, skip-gram is better suited for rare words and also works well with a small vocabulary"
Unstructured Data Analysis,Text,4,2,These pre-trained word vectors can be downloaded online and it comes in different shapes and sizes
Unstructured Data Analysis,Text,4,2,"The smallest one contains 6 billion tokens with 50, 100, 200, or 300 dimensions, which is 822 MB in size"
Unstructured Data Analysis,Text,4,2,The next smallest file contains 42 billion tokens with 300 dimensions of 1
Unstructured Data Analysis,Text,4,2,75 GB size
Unstructured Data Analysis,Text,4,2,The largest file is trained on 840 billion tokens with 300 dimensions and of size 2
Unstructured Data Analysis,Text,4,2,03 GB
Unstructured Data Analysis,Text,4,2,"There is additionally a pre-trained file for Twitter data that contains 2 billion tokens of 25, 50, 100, and 200 dimensions of 1"
Unstructured Data Analysis,Text,4,2,42 GB in size
Unstructured Data Analysis,Text,4,2,"Different local contexts around a word should be indicative of specific properties of the word, e"
Unstructured Data Analysis,Text,4,2,", the plural or singular form, the tenses, etc"
Unstructured Data Analysis,Text,4,2,Embedding models should be able to discern differences in the contexts and encode these details into a mean- ingful representation in the word vector space
Unstructured Data Analysis,Text,4,2,All senses (or meanings) of a word should be rep- resented
Unstructured Data Analysis,Text,4,2,Models should be able to discern the sense of a word from its context and find the appropriate embedding
Unstructured Data Analysis,Text,4,2,This is needed to achieve embeddings to distinguish between a bank as a financial institution and a bank as the terrain alongside a river
Unstructured Data Analysis,Text,4,2,Results of a word embedding model should be reliable
Unstructured Data Analysis,Text,4,2,This is important since word vectors are randomly initialized when being trained
Unstructured Data Analysis,Text,4,2,"Even if a model creates different representations from the same dataset because of random initialization, the performance of various representations should score consistently"
Unstructured Data Analysis,Text,4,2,The geometry of an embedding space should have a good spread
Unstructured Data Analysis,Text,4,2,"Generally speaking, a smaller set of more frequent, unrelated words should be evenly distributed throughout the space while a larger set of rare words should cluster around frequent words"
Unstructured Data Analysis,Text,4,2,Word models should overcome the difficulty arising from inconsistent frequency of word usage and derive some meaning from word frequency
Unstructured Data Analysis,Text,4,2,The word similarity evaluator captures the relationship between word vectors and human perceived semantic similarity in terms of a distance.
Unstructured Data Analysis,Text,4,2,"On the other hand, it has several problems; see [4] for further detail"
Unstructured Data Analysis,Text,4,2,"This test is aimed at finding the distributional similarity among pairs of words, but similarity may be confused with relatedness"
Unstructured Data Analysis,Text,4,2,"For example, “car” and “train” are two similar words while “car” and “road” are two related words"
Unstructured Data Analysis,Text,4,2,"In addition to other limitations, this limitation restricts the effectiveness and comprehensiveness of this evaluator"
Unstructured Data Analysis,Text,4,2,"Thus, high cosine similarity means that vectors share a similar direction"
Unstructured Data Analysis,Text,4,2,"However, it is impor- tant to note that the 3CosAdd method normalizes vector lengths using the cosine similarity [8]"
Unstructured Data Analysis,Text,4,2,Concept categorization uses an approach different from both word similarity and word analogy
Unstructured Data Analysis,Text,4,2,"Here, the goal is to split a given set of words into different categorical subsets of words"
Unstructured Data Analysis,Text,4,2,"For example, given the task of separating words into two categories, the model should be able to categorize words “sandwich,” “tea,” “pasta,” and “water” into two groups"
Unstructured Data Analysis,Text,4,2,"To do this, first, the corresponding vector to each word is calculated"
Unstructured Data Analysis,Text,4,2,"Then, a clustering al- gorithm (e"
Unstructured Data Analysis,Text,4,2,", k-means clustering) is used to separate the set of word vectors into n different categories"
Unstructured Data Analysis,Text,4,2,"A performance metric is then defined based on cluster’s purity, where purity refers to whether each cluster contains concepts from the same or different categories"
Unstructured Data Analysis,Text,4,2,"The challenges associated with approach are that first, the datasets do not have standardized splits"
Unstructured Data Analysis,Text,4,2,"Second, no specific clustering methods are defined for this evaluator"
Unstructured Data Analysis,Text,4,2,"It is important to note that clustering can be computationally expensive, especially when there are many words as well as categories"
Unstructured Data Analysis,Text,4,2,"Third, the clustering methods may be unreliable if there are either uneven distributions of word vectors or no clearly defined clusters"
Unstructured Data Analysis,Text,4,2,Subjectivity is one of the main issues associated with this evaluator
Unstructured Data Analysis,Text,4,2,"As humans, we are able to group words by inference using concepts that word embeddings can gloss over"
Unstructured Data Analysis,Text,4,2,"Given the words “lemon,” “sun,” “banana,” “blueberry,” “ocean,” “iris"
Unstructured Data Analysis,Text,4,2,"” One possible grouping could be as yel- low objects (“lemon,” “sun,” “banana”) and red objects (“blueberry,” “ocean,” “iris”) [10]"
Unstructured Data Analysis,Text,4,2,"Since words can belong to multiple categories, another grouping could be given by “lemon,” “banana,” “blueberry,” and “iris” being in the plant category while “sun” and “ocean” are in the nature cate- gory"
Unstructured Data Analysis,Text,4,2,"However, due to the uncompromising nature of the performance metric, there is no adequate method in evaluating each cluster’s quality"
Unstructured Data Analysis,Text,4,2,"The property that the sets of words and categories aim to test for is semantic relation, since the words are grouped into concept categories"
Unstructured Data Analysis,Text,4,2,One advantageous property of this evaluator is its ability to test for the frequency effect and the hub-ness problem since it is good at revealing whether frequent words are clustered together
Unstructured Data Analysis,Text,4,2,"Comparatively, this evaluator has been less researched than word similarity and word analogy, yet, it provides a good measure and way to assess the geometry of an embedding space"
Unstructured Data Analysis,Text,4,2,"If frequent words are clustered to form hubs while rarer words are not clustered around the more frequent words they relate to, the evaluator will not perform well using this metric"
Unstructured Data Analysis,Text,4,2,There is subjectivity involved in this evaluator as the relationship of different word groups can be interpreted in different ways
Unstructured Data Analysis,Text,4,2,"Also, being similar to the word analogy evaluator, this evaluator relies heavily on human reasoning and logic"
Unstructured Data Analysis,Text,4,2,The outliers identified by humans are strongly influ- enced by the characteristics of words perceived to be important
Unstructured Data Analysis,Text,4,2,"Yet, the recognized patterns might not be immediately clear to word embedding models"
Unstructured Data Analysis,Text,4,2,"Good testing data: To ensure a reliable representative score, testing data should be varied with a good spread in the span of a word space"
Unstructured Data Analysis,Text,4,2,Frequently and rarely occurring words should be included in the evaluation
Unstructured Data Analysis,Text,4,2,Data should be reliable in the sense that they are correct and objective
Unstructured Data Analysis,Text,4,2,"Ideally, an evaluator should test for many properties of a word embedding model"
Unstructured Data Analysis,Text,4,2,This is not only an important property for giving a representative score but also for determining the effectiveness of an evaluator
Unstructured Data Analysis,Text,4,2,The score of a word model in an intrinsic evaluation task should correlate well with the performance of the model in downstream natural language processing tasks
Unstructured Data Analysis,Text,4,2,This is important for determining the effectiveness of an evaluator
Unstructured Data Analysis,Text,4,2,Evaluators should be computationally efficient
Unstructured Data Analysis,Text,4,2,Most models are created to solve computationally expensive downstream tasks
Unstructured Data Analysis,Text,4,2,Model evaluators should be simple yet able to predict the downstream performance of a model
Unstructured Data Analysis,Text,4,2,"The performance of different word embedding models with respect to an evaluator should have enough statistical significance, or enough variance between score distributions, to be differentiated"
Unstructured Data Analysis,Text,4,2,This is needed in judging whether a model is better than another and helpful in determining performance rankings between models
Unstructured Data Analysis,Text,4,2,"A language is a set of sentences of finite length, constructed using a finite alphabet set, or in terms of language syntax, they are constructed using a finite vocabulary of symbols"
Unstructured Data Analysis,Text,4,2,"Since the alphabet set is finite, as well as the length of the sentences, the set of sentences (in a language) is also finite"
Unstructured Data Analysis,Text,4,2,"For example, if alphabet set is of size two, and length of sentences is ten, there can be only 1024 maximum number of possible sentences"
Unstructured Data Analysis,Text,4,2,"When we are interested in an infinite language set, say L, we can use the finite devices called generating grammars to investigate the structure of L"
Unstructured Data Analysis,Text,4,2,"In that scenario, the theory of language will contain specification of a class of functions from which grammars for a particular language may be drawn"
Unstructured Data Analysis,Text,4,2,"Natural language processing (NLP) is a collection of computational techniques for the automatic analysis and representation of human languages, motivated by theory"
Unstructured Data Analysis,Text,4,2,"However, the automatic analysis of text, at par with humans, requires a far deeper understanding of natural language by machines, which is still far from a practical reality"
Unstructured Data Analysis,Text,4,2,"There are many examples of NLP—such as online information retrieval (IR), aggregation, and question-answering—that have been mainly based on algorithms relying on the textual representation of web pages, as well NLP to some extent"
Unstructured Data Analysis,Text,4,2,"Such algorithms are very good at retrieving texts (IR), splitting it into parts, checking the spellings, and and word-level analysis, but unfortunately not as successful for analysis at sentence and paragraph level"
Unstructured Data Analysis,Text,4,2,All the above capabilities are needed to shift from simple NLP to natural language understanding
Unstructured Data Analysis,Text,4,2,"The current approaches to NLP are based on the syntactic representation (also called syntactic structures) of text, i.e"
Unstructured Data Analysis,Text,4,2,", they rely on the word co-occurrence frequencies"
Unstructured Data Analysis,Text,4,2,"Such algorithms have the limitation that they can process only based on the information they can see in the text being processed, but cannot consider the background information such as humans do"
Unstructured Data Analysis,Text,4,2,"For example, when we say that “Sachin Tendulkar is a good batsman,” we understand this sentence due to abundant information we have in our brains about the game of cricket and about the successes of “Sachin Tendulkar” in many cricket matches"
Unstructured Data Analysis,Text,4,2,"However, the currently-used NLP algorithms do not have this kind of background, so their understanding is limited about any given text"
Unstructured Data Analysis,Text,4,2,NLP and its extension to natural language understanding is currently a very active and popular research topic in machine learning
Unstructured Data Analysis,Text,4,2,Many new computational models are being proposed and at- tempt to bridge the cognitive gap by emulating the processes recognized as being part of the human brain that is used for language processing by humans
Unstructured Data Analysis,Text,4,2,These approaches depend on semantic fea- tures that cannot be explicitly expressed through the text
Unstructured Data Analysis,Text,4,2,"The computational models are useful for theoretical purposes, e.g."
Unstructured Data Analysis,Text,4,2,Developing a program that understands natural language is a difficult prob- lem
Unstructured Data Analysis,Text,4,2,"The majority of natural languages are large, they contain (for all practical purposes) infinitely many sentences"
Unstructured Data Analysis,Text,4,2,Also there is much ambiguity in natural language
Unstructured Data Analysis,Text,4,2,"Many words have several meanings, such as “can,” “bear,” “fly,” “orange,” and the same sentences many times have different meanings in different contexts"
Unstructured Data Analysis,Text,4,2,The syntax of a language helps us to decide how the words are being combined to make larger meanings
Unstructured Data Analysis,Text,4,2,"For example, in the sentence “the dealer sold the merchant a dog,” it is important to be clear what is sold to whom"
Unstructured Data Analysis,Text,4,2,"Assuming that we are able to overcome these problems, we must then create an internal represen- tation to be able to use the information in an appropriate way"
Unstructured Data Analysis,Text,4,2,"This is a problem at the level of semantics and pragmatics, which is also a difficult and ambiguous problem"
Unstructured Data Analysis,Text,4,2,Consider the following sentences:
Unstructured Data Analysis,Text,4,2,NLP is the subject of computational linguistics—the study of computer systems for understand- ing and generating natural language
Unstructured Data Analysis,Text,4,2,"Linguistics has two branches, computational linguistics and theoretical linguistics"
Unstructured Data Analysis,Text,4,2,Computational linguistics deals with developing algorithms for handling a useful range of natural language as input
Unstructured Data Analysis,Text,4,2,"Theoretical linguistics focuses primarily on one as- pect of language performance: grammatical competence, or how people accept some sentences as correct, following grammatical rules, and others as incorrect in the grammatical sense"
Unstructured Data Analysis,Text,4,2,Theoreti- cal linguistics is concerned with language universals—principals of grammar which apply to all natural languages
Unstructured Data Analysis,Text,4,2,"More specifically, computational linguistics, and thus NLP, is concerned with the study of natural language analysis and language generation"
Unstructured Data Analysis,Text,4,2,Natural language analysis further divides into two domains: sentence analysis and discourse and dialogue structure
Unstructured Data Analysis,Text,4,2,"Currently, processing individual sentences is more advanced than determining discourse structure"
Unstructured Data Analysis,Text,4,2,"Fortunately, for many applications, thorough discourse analysis is not necessary and sentences can often be understood without a complete discourse analysis"
Unstructured Data Analysis,Text,4,2,Sentence analysis further divides into syntax analysis and semantic analysis
Unstructured Data Analysis,Text,4,2,The overall ob- jective of sentence analysis is to determine what a sentence “means
Unstructured Data Analysis,Text,4,2,"” In practice, this involves translating the natural language input into a language with simple semantics, for example, formal logic, or into a database command language"
Unstructured Data Analysis,Text,4,2,"In most systems, the first stage is syntax analysis"
Unstructured Data Analysis,Text,4,2,"So far, we have discussed the structure and meaning of individual sentences, but what what about the meaning of the entire text? The information conveyed by a text is clearly more than the sum of its parts; it is more than the meaning of its individual sentences"
Unstructured Data Analysis,Text,4,2,"For example, if a text tells a story, describes a procedure, or presents an argument, we must understand the con- nections between the component sentences in order to have fully understood the story"
Unstructured Data Analysis,Text,4,2,"The problem we face is, what does “it” stand for? There are four candidates in the first sen- tence: dawn, Vikrant, blue-ship, and torpedo"
Unstructured Data Analysis,Text,4,2,The semantic analysis helps to exclude “dawn” as a candidate for “it” and number agreement excludes “torpedoes
Unstructured Data Analysis,Text,4,2,"” But, there are still two candidates: the Vikrant and the blue-ship, which are both ships"
Unstructured Data Analysis,Text,4,2,Our syntax and semantic analysis tools will not enable us to conclude what “it” is between these two candidates
Unstructured Data Analysis,Text,4,2,"To arrive at the noun for “it,” we must understand the causal relationship between the firing of torpedoes and sinking of ship"
Unstructured Data Analysis,Text,4,2,"Since the Vikrant fired torpedoes, it must have fired on the blue-ship, since we can logically conclude that the Vikrant would not fire on itself"
Unstructured Data Analysis,Text,4,2,"So, “it” must be the blue-ship"
Unstructured Data Analysis,Text,4,2,The grammar of a language can be viewed as a theory of the structure of that language
Unstructured Data Analysis,Text,4,2,"Like any mathematical theory, the theory of grammar is based on a a set of a finite number of observed sentences, but it projects this to an infinite set of grammatical sentences"
Unstructured Data Analysis,Text,4,2,"This becomes possible by creating general laws (grammatical rules), framed in terms of such hypothetical constructs as the particular phonemes, words, and phrases, of the spoken language being analyzed"
Unstructured Data Analysis,Text,4,2,A properly for- mulated grammar should be able to unambiguously determine the set of all grammatical sentences in that language
Unstructured Data Analysis,Text,4,2,Suppose a large corpus x does not contain either of these sentences
Unstructured Data Analysis,Text,4,2,"In this scenario can we say, “Grammar that is determined for corpus x will direct the corpus to include the first sentence and exclude second"
Unstructured Data Analysis,Text,4,2,"”? Even though such simple cases maybe not adequate to confirm that all correct sentences of that language will be identified as correct and all wrong sentences will be rejected, but nevertheless we can still use this testing framework to identify grammatically correct sentences from incorrect ones"
Unstructured Data Analysis,Text,4,2,"A phrase structure grammar is defined using a finite vocabulary (alphabet) Σ; a finite set of variables V ; and a finite set P (rewrite rules) of productions of the form X→Y,whereXisastringinV andY inV ∪Σ"
Unstructured Data Analysis,Text,4,2,"Hence,agrammarisG=(V,Σ,S,P),where Σ is set of terminal symbols, which appear at the end of generation, and S is a start symbol (for sentence)"
Unstructured Data Analysis,Text,4,2,The corresponding language of G is L(G)
Unstructured Data Analysis,Text,4,2,A derivation of a sentence can then be thought of as a proof with V taken as axiom system and P as the rules of inferences
Unstructured Data Analysis,Text,4,2,"We say that L is a derivable language if L is the set of strings that are derivable from grammar G and we say that L is a terminal language if it is the set of terminal strings from some system (V, Σ, S, P )"
Unstructured Data Analysis,Text,4,2,This information can be loaded into a database and can be queried any number of times to find useful information
Unstructured Data Analysis,Text,4,2,"Preprocessing of the documents can be achieved by a variety of mod- ules such as text segmenters, filters, tokenizers, lexical analyzers, stemmers, and disambiguators."
Unstructured Data Analysis,Text,4,2,"Historically, to perform IE, a traditional ar- chitecture based on natural language understanding was used"
Unstructured Data Analysis,Text,4,2,This method requires full parsing of sentences followed by a semantic interpretation of syntactic structure obtained through parsing
Unstructured Data Analysis,Text,4,2,Discourse analysis was carried out as a final step
Unstructured Data Analysis,Text,4,2,"A new approach to IE offers a fresh perspec- tive from the traditional one just described, where only the concepts that are within the scope of extraction are required from the documents"
Unstructured Data Analysis,Text,4,2,"This leads to simplification of syntactic and seman- tic analysis due to a more restricted, deterministic, and collaborative process"
Unstructured Data Analysis,Text,4,2,"The new approach has the strategy that replaces the traditional parsing, interpretation, and discourse (module) with a simple phrasal parser (parsing based on phrases)"
Unstructured Data Analysis,Text,4,2,The latter finds the local phrases
Unstructured Data Analysis,Text,4,2,"In addition, the discourse module does the job of event pattern matching and merging the of templates"
Unstructured Data Analysis,Text,4,2,"The above approach is useful because full parsing is typically expensive and not robust, which produces ambiguous results and cannot manage off-vocabulary conditions"
Unstructured Data Analysis,Text,4,2,"The current IE systems make use of partial parsing, so the process of finding the constituent par- tial structure of a sentence consists of applying one or more cascaded steps onto the text fragments"
Unstructured Data Analysis,Text,4,2,The generated constituents are tagged as parts-of-speech—such as noun/verb—or phrases—such as prepositional or others
Unstructured Data Analysis,Text,4,2,"After parsing of the constituents, the system resolves domain-specific dependencies based on the semantic restrictions imposed by the extraction environment"
Unstructured Data Analysis,Text,4,2,The de- pendencies are resolved using the following two alternatives
Unstructured Data Analysis,Text,4,2,"Natural language question answering (NL-QA) derives common features from NLP and infor- mation retrieval (IR), but there is the subtlety that NL-QA aims to deliver “answers,” while IR usually delivers “hits"
Unstructured Data Analysis,Text,4,2,"” Most of NL-QA deals with focused questions based on facts, such as“Who invented the paper clip?” These kinds of questions are called factoid questions, which can be typi- cally answered using the named entities such as people, organizations, measures, dates, locations, etc"
Unstructured Data Analysis,Text,4,2,Data Redundancy Based Approach
Unstructured Data Analysis,Text,4,2,"The data redundancy based approach depends on statisti- cal regularities, from which it is possible to extract “easy” answers to factoid questions"
Unstructured Data Analysis,Text,4,2,"To answer a question, the system makes some connection between the question and the passages containing the answers"
Unstructured Data Analysis,Text,4,2,"Having done this connection at the lexical level, the rest of the job is simple"
Unstructured Data Analysis,Text,4,2,The meaning of the lexical connection between the question and likely answer carrying passage is the presence of a large degree of overlap between these texts
Unstructured Data Analysis,Text,4,2,"But, in reality, this is unfortunately not often the case in practice"
Unstructured Data Analysis,Text,4,2,"This is due to the richness of natural language and its expressive power, which means that varying textual forms can have the same meaning (semantics)"
Unstructured Data Analysis,Text,4,2,"But, this richness also provides a good degree of semantic resemblance between the question and answer-carrying text"
Unstructured Data Analysis,Text,4,2,"To appreciate this scenario, consider the following question which has two different answers"
Unstructured Data Analysis,Text,4,2,"These answers are lexically different, but have the same semantics"
Unstructured Data Analysis,Text,4,2,The problem of clustering has been studied widely in the statistics literature in the context of a wide variety of data mining tasks
Unstructured Data Analysis,Text,4,2,Clustering entails finding groups of similar objects in the data
Unstructured Data Analysis,Text,4,2,"The similarity between the objects is measured using some similarity function; often, a distance function is taken"
Unstructured Data Analysis,Text,4,2,"The problem of clustering can be very useful in the text domain, where the objects to be clusters can be of different granularities such as documents, paragraphs, sentences, or terms"
Unstructured Data Analysis,Text,4,2,Clustering is especially useful for organizing documents to improve retrieval and support browsing
Unstructured Data Analysis,Text,4,2,The study of the clustering problem precedes its applicability to the text domain
Unstructured Data Analysis,Text,4,2,"Traditional methods for clustering have generally focused on the case of quantitative data, where the attributes of the data are numerical"
Unstructured Data Analysis,Text,4,2,"The problem has also been studied for the case of categorical data, where attributes may take on nominal values"
Unstructured Data Analysis,Text,4,2,"A number of implementations of common text clustering algorithms are available in several toolkits, such as Lemur and BOW"
Unstructured Data Analysis,Text,4,2,"We note that many classes of algorithms—such as the k-means algorithm or hierarchical algorithms— are general-purpose methods, which can be extended to any kind of data, including text data"
Unstructured Data Analysis,Text,4,2,"Text clustering algorithms are divided into a wide variety of different types such as agglomerative clus- tering algorithms, partitioning algorithms, and standard parametric modeling based methods"
Unstructured Data Analysis,Text,4,2,Distance-based clustering algorithms are designed by using a similarity function that is a distance function or metric to measure the closeness between the text objects
Unstructured Data Analysis,Text,4,2,The most well known sim- ilarity function which is used commonly in the text domain is the cosine similarity function
Unstructured Data Analysis,Text,4,2,Let U = (f(u1)···f(uk)) and V = (f(v1)···f(vk)) be the damped and normalized frequency term vector in two different documents U and V
Unstructured Data Analysis,Text,4,2,"The values u1,"
Unstructured Data Analysis,Text,4,2,", vk represent the (normalized) term frequencies and the function f (·) represents the damping function"
Unstructured Data Analysis,Text,4,2,Some exam- ples of damping functions for f (·) are the square-root or the logarithm
Unstructured Data Analysis,Text,4,2,Computing text similarity is a fundamental problem in IR
Unstructured Data Analysis,Text,4,2,"Although most of the work in IR has focused on how to assess the similarity of a keyword query and a text document, rather than the similarity between two documents, many weighting heuristics and similarity functions can also be applied to optimize the similarity function for clustering"
Unstructured Data Analysis,Text,4,2,Effective IR models generally capture three heuristics: term-frequency (TF) weighting; inverse document frequency (IDF) weighting; and document length normalization
Unstructured Data Analysis,Text,4,2,"One effective way to assign weights to terms when represent- ing a document as a weighted term vector is the BM25 term weighting method, where the normal- ized TF not only addresses length normalization, but also has an upper bound which improves the robustness as it avoids overly rewarding the matching of any particular term"
Unstructured Data Analysis,Text,4,2,A document can also be represented with a probability distribution over words (ie
Unstructured Data Analysis,Text,4,2,", unigram language models) and the similarity can then be measured based an information theoretic measure such as cross entropy or Kullback–Leibler divergence"
Unstructured Data Analysis,Text,4,2,"For clustering, symmetric variants of such a similarity function may be more appropriate"
Unstructured Data Analysis,Text,4,2,One challenge in clustering short segments of text (eg
Unstructured Data Analysis,Text,4,2,", tweets or sentences) is that exact keyword matching may not work well"
Unstructured Data Analysis,Text,4,2,The general concept of agglomera- tive clustering is to successively merge documents into clusters based on their similarity with one another
Unstructured Data Analysis,Text,4,2,Almost all the hierarchical clustering algorithms successively merge groups based on the best pairwise similarity between these groups of documents
Unstructured Data Analysis,Text,4,2,The main differences between these classes of methods are how this pairwise similarity is computed between the different groups of documents
Unstructured Data Analysis,Text,4,2,"For example, the similarity between a pair of groups may be computed as the best-case similarity, average-case similarity, or worst-case similarity between documents which are drawn from these pairs of groups"
Unstructured Data Analysis,Text,4,2,"Single Linkage Clustering: Here, the similarity between two groups of documents is the greatest similarity between any pair of documents from these two groups"
Unstructured Data Analysis,Text,4,2,"In single linkage clustering, we merge the two groups where their closest pair of documents have the highest similarity compared to any other pair of groups"
Unstructured Data Analysis,Text,4,2,The main advantage of single linkage clustering is that it is extremely efficient to implement in practice
Unstructured Data Analysis,Text,4,2,This is because we can first compute all similarity pairs and sort them in order of reducing similarity
Unstructured Data Analysis,Text,4,2,These pairs are processed in this pre-defined order and the merge is performed successively if the pairs belong to different groups
Unstructured Data Analysis,Text,4,2,It can be easily shown that this approach is equivalent to the single-linkage method
Unstructured Data Analysis,Text,4,2,This is essentially equivalent to a spanning tree algorithm on the complete graph of pairwise distances by processing the edges of the graph in a certain order
Unstructured Data Analysis,Text,4,2,"Here, the similarity between two clusters is the aver- age similarity between the pairs of documents in the two clusters"
Unstructured Data Analysis,Text,4,2,"Average linkage clustering process is somewhat slower than single-linkage clustering, because we need to determine the average similarity between a large number of pairs in order to determine group-wise simi- larity"
Unstructured Data Analysis,Text,4,2,"On the other hand, it is much more robust in terms of clustering quality, because it does not exhibit the chaining behavior of single linkage clustering"
Unstructured Data Analysis,Text,4,2,Average linkage clus- tering algorithm can be made to run faster by approximating the average linkage similarity between two clusters C1 and C2 by computing the similarity between the mean document of C1 and the mean document of C2
Unstructured Data Analysis,Text,4,2,"While this approach does not work equally well for all data domains, it works particularly well for the case of text data"
Unstructured Data Analysis,Text,4,2,"Using this approach, the running time can be reduced to O(n2), where n is the total number of nodes"
Unstructured Data Analysis,Text,4,2,"The method can be implemented quite efficiently in the case of document data, because the centroid of a cluster is simply the concatenation of the documents in that cluster"
Unstructured Data Analysis,Text,4,2,"Here, the similarity between two clusters is the worst-case similarity between any pair of documents in the two clusters"
Unstructured Data Analysis,Text,4,2,Complete-linkage clustering can also avoid chaining because it avoids the placement of any pair of very disparate points in the same cluster
Unstructured Data Analysis,Text,4,2,"However, like group-average clustering, it is computationally more expensive than the single-linkage method"
Unstructured Data Analysis,Text,4,2,The complete linkage clustering method requires O(n2) space and O(n3) time
Unstructured Data Analysis,Text,4,2,"The space requirement can however be significantly lower in the case of the text data domain, because a large number of pairwise similarities are zero"
Unstructured Data Analysis,Text,4,2,"In k-medoid clustering algorithms, we use a set of points from the original data as the anchors (or medoids) around which the clusters are built"
Unstructured Data Analysis,Text,4,2,The key aim of the algorithm is to determine an optimal set of representative documents from the original corpus around which the clusters are built
Unstructured Data Analysis,Text,4,2,Each document is assigned to its closest repre- sentative from the collection
Unstructured Data Analysis,Text,4,2,This creates a running set of clusters from the corpus which are successively improved by a randomized process
Unstructured Data Analysis,Text,4,2,The algorithm works with an iterative approach where the set of k representatives are succes- sively improved with the use of randomized inter-changes
Unstructured Data Analysis,Text,4,2,"Specifically, we use the average similarity of each document in the corpus to its closest representative as the objective func- tion which needs to be improved during this interchange process"
Unstructured Data Analysis,Text,4,2,"At each iteration, we replace a randomly picked representative in the current set of medoids with a randomly cho- sen representative from the collection, if it improves the clustering objective function"
